Order_ID,Order_Date,Product,Category,Region,State,Customer_Segment,Quantity,Unit_Price,Sales,Discount,Profit
ORD11220,2024-11-29,Headphones,Electronics,West,Rajasthan,Small Business,5,4102.06,17433.76,0.15,2413.77
ORD11221,2025-01-21,Keyboard,Electronics,North,Haryana,Small Business,2,1776.87,3553.74,0.0,559.97
ORD11222,2025-12-02,Printer,Office Supplies,West,Rajasthan,Small Business,4,14697.88,49972.81,0.15,11250.78
ORD11223,2024-01-01,Tablet,Electronics,East,West Bengal,Consumer,2,21356.52,42713.05,0.0,6530.67
ORD11224,2023-05-29,Mouse,Electronics,East,West Bengal,Consumer,5,927.15,4172.19,0.1,496.47
ORD11225,2024-03-27,Desk,Furniture,North,Haryana,Small Business,1,12622.81,11360.52,0.1,2022.25
ORD11226,2024-10-06,Smartphone,Electronics,South,Telangana,Consumer,1,28344.51,25510.06,0.1,2986.42
ORD11227,2024-09-24,Printer,Office Supplies,East,West Bengal,Consumer,2,13516.12,27032.23,0.0,6807.61
ORD11228,2025-11-04,Notebook,Office Supplies,South,Karnataka,Small Business,4,316.76,1140.33,0.1,259.82
ORD11229,2023-06-07,Desk,Furniture,West,Maharashtra,Consumer,4,11817.06,44904.83,0.05,8499.19
ORD11230,2025-08-07,Headphones,Electronics,West,Gujarat,Consumer,1,3080.74,2926.71,0.05,427.13
ORD11231,2025-05-01,Headphones,Electronics,East,Bihar,Small Business,2,3292.17,6255.11,0.05,855.08
ORD11232,2024-08-25,Mouse,Electronics,West,Rajasthan,Small Business,4,825.04,2970.14,0.1,378.98
ORD11233,2025-09-03,Notebook,Office Supplies,East,Bihar,Corporate,1,374.47,337.02,0.1,75.81
ORD11234,2023-09-13,Keyboard,Electronics,North,Delhi,Consumer,1,1798.99,1439.19,0.2,172.46
ORD11235,2023-08-06,Desk,Furniture,West,Maharashtra,Consumer,4,12817.61,51270.45,0.0,10398.38
ORD11236,2025-12-15,Desk,Furniture,West,Gujarat,Consumer,5,10670.77,53353.87,0.0,10101.13
ORD11237,2025-04-27,Smartphone,Electronics,East,Bihar,Small Business,2,31696.83,63393.65,0.0,7617.89
ORD11238,2023-07-09,Notebook,Office Supplies,North,Delhi,Small Business,2,335.27,569.95,0.15,125.24
ORD11239,2025-07-02,Desk,Furniture,South,Tamil Nadu,Small Business,4,10645.81,38324.93,0.1,5095.44
ORD11240,2023-08-07,Headphones,Electronics,East,Odisha,Consumer,1,3026.4,2723.76,0.1,342.73
ORD11241,2024-09-02,Monitor,Electronics,East,West Bengal,Small Business,1,14975.98,12729.58,0.15,1490.0
ORD11242,2025-03-08,Backpack,Accessories,South,Telangana,Corporate,2,1802.11,3243.8,0.1,521.23
ORD11243,2025-08-28,Headphones,Electronics,West,Rajasthan,Consumer,3,3295.99,8899.17,0.1,1085.69
ORD11244,2024-04-04,Mouse,Electronics,East,Bihar,Small Business,5,955.33,4537.82,0.05,655.39
ORD11245,2023-11-29,Desk,Furniture,North,Delhi,Corporate,2,12575.21,23892.89,0.05,4044.97
ORD11246,2023-12-21,Notebook,Office Supplies,South,Karnataka,Corporate,4,349.38,1397.51,0.0,299.17
ORD11247,2025-09-08,Smartphone,Electronics,East,Odisha,Corporate,4,27556.41,99203.06,0.1,10899.94
ORD11248,2024-09-21,Monitor,Electronics,West,Gujarat,Consumer,2,13879.1,26370.28,0.05,3846.85
ORD11249,2023-08-04,Headphones,Electronics,South,Telangana,Consumer,3,3425.07,8220.17,0.2,1230.41
ORD11250,2025-01-06,Smartphone,Electronics,South,Karnataka,Corporate,5,29711.58,133702.09,0.1,15639.3
ORD11251,2025-11-26,Tablet,Electronics,East,Odisha,Corporate,4,24280.88,92267.33,0.05,12499.58
ORD11252,2024-08-14,Tablet,Electronics,East,West Bengal,Consumer,1,22763.68,21625.5,0.05,3054.57
ORD11253,2024-06-28,Printer,Office Supplies,South,Karnataka,Corporate,5,12521.45,53216.16,0.15,11027.77
ORD11254,2025-07-20,Smartphone,Electronics,East,Bihar,Consumer,4,30723.46,122893.83,0.0,17562.79
ORD11255,2023-06-16,Mouse,Electronics,West,Maharashtra,Corporate,5,778.65,3698.6,0.05,410.74
ORD11256,2023-11-26,Tablet,Electronics,East,West Bengal,Consumer,5,26217.09,117976.89,0.1,17724.62
ORD11257,2023-09-12,Headphones,Electronics,North,Delhi,Small Business,1,3708.91,3152.57,0.15,364.27
ORD11258,2024-09-21,Mouse,Electronics,West,Gujarat,Small Business,2,915.47,1830.94,0.0,270.8
ORD11259,2023-06-21,Smartphone,Electronics,North,Haryana,Corporate,1,24355.05,20701.8,0.15,2251.16
ORD11260,2023-09-11,Tablet,Electronics,West,Maharashtra,Small Business,1,24244.32,21819.89,0.1,2225.28
ORD11261,2025-09-02,Laptop,Electronics,North,Haryana,Small Business,2,56579.57,113159.14,0.0,16477.64
ORD11262,2024-02-04,Backpack,Accessories,North,Punjab,Consumer,2,1754.55,3509.09,0.0,668.53
ORD11263,2024-10-28,Tablet,Electronics,North,Haryana,Consumer,3,22168.75,63180.95,0.05,9139.67
ORD11264,2025-04-20,Backpack,Accessories,West,Gujarat,Corporate,5,1643.72,6985.81,0.15,1436.86
ORD11265,2024-12-25,Notebook,Office Supplies,West,Gujarat,Consumer,2,409.91,737.84,0.1,153.55
ORD11266,2023-06-22,Printer,Office Supplies,South,Karnataka,Corporate,3,13179.19,37560.68,0.05,8746.45
ORD11267,2023-03-12,Printer,Office Supplies,South,Tamil Nadu,Corporate,3,14687.98,41860.74,0.05,8726.44
ORD11268,2023-04-26,Laptop,Electronics,South,Karnataka,Corporate,2,54830.67,104178.27,0.05,14376.09
ORD11269,2024-05-10,Notebook,Office Supplies,West,Gujarat,Corporate,1,349.55,332.07,0.05,77.44
ORD11270,2023-11-01,Smartphone,Electronics,South,Karnataka,Consumer,2,27890.12,55780.24,0.0,8405.33
ORD11271,2024-04-04,Notebook,Office Supplies,East,Odisha,Small Business,5,370.57,1852.83,0.0,384.5
ORD11272,2025-09-07,Mouse,Electronics,North,Punjab,Small Business,3,819.97,2336.92,0.05,345.46
ORD11273,2025-11-29,Laptop,Electronics,North,Punjab,Consumer,4,57660.59,230642.36,0.0,36619.53
ORD11274,2025-10-25,Laptop,Electronics,East,Odisha,Consumer,5,48603.26,218714.67,0.1,24840.39
ORD11275,2025-02-09,Printer,Office Supplies,North,Delhi,Corporate,2,14757.26,28038.79,0.05,6649.35
ORD11276,2025-06-26,Office Chair,Furniture,North,Delhi,Corporate,3,9166.35,23374.2,0.15,3849.12
ORD11277,2023-12-01,Printer,Office Supplies,East,West Bengal,Consumer,1,14439.33,12273.43,0.15,2362.19
ORD11278,2023-02-25,Notebook,Office Supplies,North,Punjab,Corporate,3,344.58,1033.73,0.0,227.97
ORD11279,2025-05-31,Headphones,Electronics,East,Bihar,Consumer,3,3697.79,8874.7,0.2,1261.62
ORD11280,2024-02-13,Monitor,Electronics,West,Gujarat,Consumer,2,14506.14,26111.05,0.1,3190.95
ORD11281,2025-08-30,Keyboard,Electronics,South,Tamil Nadu,Corporate,2,1701.76,3233.34,0.05,431.87
ORD11282,2025-03-03,Printer,Office Supplies,South,Telangana,Consumer,3,14468.36,43405.09,0.0,9467.65
ORD11283,2023-05-27,Mouse,Electronics,South,Tamil Nadu,Consumer,3,914.4,2606.05,0.05,422.45
ORD11284,2024-09-12,Laptop,Electronics,East,Odisha,Corporate,1,49374.63,44437.16,0.1,5048.23
ORD11285,2025-08-27,Backpack,Accessories,South,Tamil Nadu,Consumer,4,1871.61,6363.47,0.15,1299.39
ORD11286,2024-10-06,Monitor,Electronics,North,Delhi,Small Business,4,13900.52,50041.86,0.1,6655.97
ORD11287,2024-01-29,Printer,Office Supplies,East,West Bengal,Consumer,2,14457.35,24577.5,0.15,4595.99
ORD11288,2025-06-26,Laptop,Electronics,North,Delhi,Small Business,2,49424.39,79079.03,0.2,12071.0
ORD11289,2023-12-04,Desk,Furniture,East,Bihar,Consumer,3,11354.26,34062.78,0.0,6362.36
ORD11290,2025-11-22,Office Chair,Furniture,West,Gujarat,Corporate,4,8388.77,31877.32,0.05,5390.65
ORD11291,2024-03-24,Mouse,Electronics,North,Delhi,Corporate,4,828.08,3146.69,0.05,498.99
ORD11292,2023-12-04,Backpack,Accessories,North,Delhi,Corporate,3,1636.3,4908.89,0.0,995.52
ORD11293,2023-10-22,Mouse,Electronics,East,West Bengal,Consumer,2,885.44,1593.79,0.1,225.69
ORD11294,2025-11-09,Laptop,Electronics,West,Gujarat,Corporate,4,45535.03,163926.12,0.1,21689.65
ORD11295,2023-01-25,Keyboard,Electronics,North,Punjab,Corporate,4,1630.15,5542.51,0.15,773.18
ORD11296,2024-01-31,Backpack,Accessories,North,Delhi,Consumer,2,1888.44,3588.03,0.05,683.14
ORD11297,2025-06-03,Backpack,Accessories,North,Delhi,Consumer,3,1858.07,5016.78,0.1,925.06
ORD11298,2025-06-25,Desk,Furniture,West,Rajasthan,Corporate,1,11034.01,11034.01,0.0,1878.42
ORD11299,2025-09-10,Keyboard,Electronics,North,Haryana,Corporate,4,1825.72,6207.45,0.15,722.49
ORD11300,2024-07-31,Keyboard,Electronics,North,Haryana,Corporate,1,1736.68,1563.01,0.1,193.85
ORD11301,2024-01-10,Monitor,Electronics,South,Tamil Nadu,Consumer,2,13303.78,25277.19,0.05,3258.03
ORD11302,2025-11-03,Backpack,Accessories,East,West Bengal,Consumer,5,1933.48,8217.29,0.15,1445.36
ORD11303,2025-12-31,Desk,Furniture,North,Delhi,Corporate,2,12507.41,23764.08,0.05,4119.43
ORD11304,2024-02-05,Laptop,Electronics,West,Maharashtra,Corporate,5,54262.76,244182.4,0.1,33348.13
ORD11305,2025-09-27,Headphones,Electronics,West,Rajasthan,Corporate,4,4126.63,14030.53,0.15,2085.39
ORD11306,2023-09-10,Smartphone,Electronics,South,Telangana,Consumer,1,24520.12,19616.1,0.2,2803.78
ORD11307,2024-07-31,Desk,Furniture,West,Rajasthan,Corporate,5,12907.28,58082.75,0.1,10182.05
ORD11308,2025-03-25,Monitor,Electronics,West,Gujarat,Corporate,4,14599.44,52557.99,0.1,5990.87
ORD11309,2024-05-31,Monitor,Electronics,West,Rajasthan,Consumer,3,17157.83,51473.49,0.0,7277.88
ORD11310,2023-09-25,Office Chair,Furniture,South,Karnataka,Consumer,5,8150.22,36675.97,0.1,6264.57
ORD11311,2025-02-28,Mouse,Electronics,West,Rajasthan,Consumer,3,932.52,2797.57,0.0,397.01
ORD11312,2025-11-08,Monitor,Electronics,East,West Bengal,Corporate,1,12849.56,11564.6,0.1,1542.9
ORD11313,2024-08-03,Tablet,Electronics,East,Odisha,Consumer,2,22492.76,40486.97,0.1,5586.23
ORD11314,2024-04-24,Desk,Furniture,North,Punjab,Consumer,5,13274.66,59735.98,0.1,9551.31
ORD11315,2025-06-29,Printer,Office Supplies,East,Odisha,Consumer,5,13247.6,62926.08,0.05,12418.1
ORD11316,2024-08-10,Office Chair,Furniture,East,Odisha,Consumer,3,8232.94,24698.82,0.0,4512.31
ORD11317,2023-07-24,Notebook,Office Supplies,East,Odisha,Consumer,4,347.54,1251.16,0.1,274.45
ORD11318,2023-05-07,Tablet,Electronics,North,Haryana,Small Business,4,23417.76,93671.05,0.0,12863.56
ORD11319,2025-01-22,Keyboard,Electronics,West,Maharashtra,Consumer,4,1833.47,6233.8,0.15,802.21
ORD11320,2025-09-19,Monitor,Electronics,East,Odisha,Corporate,1,17068.09,16214.69,0.05,2232.62
ORD11321,2025-03-26,Keyboard,Electronics,North,Punjab,Consumer,1,1922.49,1922.49,0.0,237.16
ORD11322,2023-11-08,Headphones,Electronics,South,Karnataka,Corporate,2,3874.19,7360.96,0.05,1033.89
ORD11323,2023-11-26,Monitor,Electronics,East,Bihar,Small Business,3,13406.77,40220.32,0.0,6273.76
ORD11324,2023-05-12,Printer,Office Supplies,South,Telangana,Consumer,3,13688.35,39011.79,0.05,8803.05
ORD11325,2024-01-12,Mouse,Electronics,West,Maharashtra,Corporate,3,910.52,2458.4,0.1,317.67
ORD11326,2024-05-15,Smartphone,Electronics,North,Delhi,Small Business,2,25383.09,50766.18,0.0,7534.49
ORD11327,2023-02-08,Backpack,Accessories,North,Haryana,Corporate,4,1829.54,6586.35,0.1,1271.48
ORD11328,2025-01-30,Monitor,Electronics,West,Gujarat,Consumer,2,14728.4,27983.96,0.05,3901.35
ORD11329,2023-04-08,Backpack,Accessories,West,Gujarat,Consumer,1,1749.58,1574.62,0.1,256.26
ORD11330,2023-01-13,Headphones,Electronics,North,Punjab,Consumer,2,3692.29,7015.35,0.05,931.88
ORD11331,2024-06-29,Headphones,Electronics,East,Odisha,Consumer,1,3509.84,3509.84,0.0,451.71
ORD11332,2024-04-05,Headphones,Electronics,South,Tamil Nadu,Consumer,4,3418.24,12305.67,0.1,1629.77
ORD11333,2025-01-31,Laptop,Electronics,South,Telangana,Consumer,1,49434.79,42019.57,0.15,4242.15
ORD11334,2024-08-05,Tablet,Electronics,East,West Bengal,Corporate,4,24776.09,79283.5,0.2,8898.08
ORD11335,2023-05-01,Smartphone,Electronics,West,Gujarat,Consumer,1,27880.87,26486.82,0.05,3538.07
ORD11336,2024-08-04,Laptop,Electronics,South,Karnataka,Consumer,3,53204.27,143651.52,0.1,19321.85
ORD11337,2025-03-08,Printer,Office Supplies,East,West Bengal,Corporate,5,14340.39,64531.75,0.1,12645.79
ORD11338,2024-09-13,Laptop,Electronics,West,Rajasthan,Corporate,3,48793.2,131741.63,0.1,21832.31
ORD11339,2023-12-24,Smartphone,Electronics,West,Maharashtra,Consumer,3,27315.7,81947.1,0.0,13141.58
ORD11340,2023-07-02,Laptop,Electronics,North,Haryana,Corporate,2,51461.08,97776.05,0.05,14827.07
ORD11341,2025-10-04,Mouse,Electronics,North,Punjab,Consumer,5,835.53,3759.86,0.1,501.83
ORD11342,2023-04-23,Laptop,Electronics,East,West Bengal,Consumer,1,53893.05,45809.09,0.15,5237.19
ORD11343,2023-11-22,Printer,Office Supplies,South,Telangana,Small Business,1,15836.27,15836.27,0.0,3055.0
ORD11344,2023-10-04,Laptop,Electronics,East,Odisha,Small Business,2,51527.96,87597.54,0.15,12131.81
ORD11345,2024-08-31,Notebook,Office Supplies,East,Odisha,Corporate,3,326.93,980.79,0.0,212.79
ORD11346,2024-06-07,Smartphone,Electronics,North,Haryana,Consumer,2,29209.89,52577.81,0.1,6768.59
ORD11347,2025-05-10,Laptop,Electronics,North,Haryana,Small Business,5,56833.53,227334.13,0.2,34798.16
ORD11348,2025-08-22,Laptop,Electronics,West,Gujarat,Consumer,5,61101.78,274957.99,0.1,34503.76
ORD11349,2025-03-13,Tablet,Electronics,North,Punjab,Consumer,4,17223.92,58561.32,0.15,7599.33
ORD11350,2024-12-02,Laptop,Electronics,East,Odisha,Consumer,5,55395.51,276977.56,0.0,41964.91
ORD11351,2024-08-24,Smartphone,Electronics,East,Odisha,Consumer,2,28405.45,51129.81,0.1,6226.03
ORD11352,2023-03-31,Desk,Furniture,East,West Bengal,Consumer,1,12208.02,10987.21,0.1,1920.14
ORD11353,2023-01-21,Printer,Office Supplies,East,Bihar,Corporate,4,11944.54,45389.25,0.05,9510.51
ORD11354,2025-05-23,Monitor,Electronics,North,Haryana,Corporate,3,14677.38,37427.31,0.15,5671.97
ORD11355,2025-11-22,Monitor,Electronics,South,Telangana,Consumer,4,13644.69,49120.87,0.1,7001.35
ORD11356,2024-02-29,Desk,Furniture,South,Tamil Nadu,Consumer,1,12180.6,10962.54,0.1,1974.04
ORD11357,2023-07-01,Tablet,Electronics,South,Telangana,Corporate,2,23211.92,39460.27,0.15,5554.45
ORD11358,2023-01-25,Printer,Office Supplies,North,Punjab,Corporate,3,15262.22,41208.01,0.1,8490.06
ORD11359,2023-06-09,Office Chair,Furniture,West,Maharashtra,Consumer,2,8650.44,17300.87,0.0,3294.74
ORD11360,2024-10-17,Laptop,Electronics,East,Bihar,Consumer,4,52967.0,211867.99,0.0,27875.24
ORD11361,2024-09-08,Monitor,Electronics,West,Maharashtra,Consumer,1,14806.75,13326.08,0.1,1934.56
ORD11362,2023-07-26,Keyboard,Electronics,West,Rajasthan,Consumer,2,1973.16,3749.01,0.05,433.66
ORD11363,2025-07-20,Keyboard,Electronics,South,Tamil Nadu,Corporate,4,1731.36,6579.15,0.05,954.59
ORD11364,2024-03-20,Mouse,Electronics,North,Delhi,Corporate,5,858.84,3864.76,0.1,519.28
ORD11365,2023-03-22,Keyboard,Electronics,East,Odisha,Consumer,2,2002.12,3804.03,0.05,433.74
ORD11366,2025-03-31,Tablet,Electronics,East,Bihar,Consumer,2,25835.77,43920.8,0.15,6551.41
ORD11367,2025-10-28,Headphones,Electronics,West,Maharashtra,Consumer,2,3493.58,6987.15,0.0,962.86
ORD11368,2025-10-20,Tablet,Electronics,West,Gujarat,Consumer,4,26860.23,102068.88,0.05,14779.89
ORD11369,2023-09-10,Monitor,Electronics,North,Punjab,Consumer,1,14062.82,13359.68,0.05,2105.76
ORD11370,2025-11-28,Backpack,Accessories,East,Odisha,Corporate,1,1537.36,1460.49,0.05,327.96
ORD11371,2024-06-12,Desk,Furniture,East,Odisha,Consumer,5,13166.1,55955.91,0.15,8737.43
ORD11372,2024-07-08,Office Chair,Furniture,West,Rajasthan,Small Business,2,8034.03,15264.66,0.05,2741.6
ORD11373,2023-04-01,Laptop,Electronics,North,Haryana,Corporate,2,50158.82,90285.88,0.1,11733.02
ORD11374,2024-11-16,Mouse,Electronics,West,Gujarat,Corporate,3,944.49,2266.79,0.2,295.82
ORD11375,2023-05-07,Keyboard,Electronics,North,Haryana,Consumer,5,1409.8,6696.54,0.05,956.78
ORD11376,2023-06-04,Smartphone,Electronics,West,Maharashtra,Small Business,3,27216.62,69402.37,0.15,10569.86
ORD11377,2023-02-10,Office Chair,Furniture,South,Telangana,Consumer,4,9323.7,33565.32,0.1,5969.6
ORD11378,2025-02-12,Printer,Office Supplies,North,Haryana,Corporate,3,13786.49,39291.49,0.05,9095.97
ORD11379,2023-06-17,Tablet,Electronics,North,Punjab,Consumer,4,24934.27,94750.23,0.05,15610.37
ORD11380,2025-02-18,Printer,Office Supplies,West,Gujarat,Corporate,3,13497.05,36442.04,0.1,6931.28
ORD11381,2025-10-15,Laptop,Electronics,East,West Bengal,Consumer,3,50847.39,129660.85,0.15,18272.07
ORD11382,2025-10-02,Smartphone,Electronics,South,Tamil Nadu,Corporate,5,24007.71,120038.53,0.0,13791.11
ORD11383,2023-08-25,Smartphone,Electronics,East,Odisha,Corporate,1,24303.57,23088.4,0.05,3008.29
ORD11384,2023-12-04,Office Chair,Furniture,West,Gujarat,Consumer,2,7795.36,13252.11,0.15,2365.94
ORD11385,2023-10-30,Tablet,Electronics,South,Karnataka,Corporate,2,24750.44,42075.74,0.15,6227.5
ORD11386,2025-12-26,Desk,Furniture,West,Gujarat,Corporate,3,13856.46,37412.45,0.1,5753.38
ORD11387,2023-12-28,Printer,Office Supplies,East,Bihar,Consumer,4,14516.38,52258.98,0.1,10023.97
ORD11388,2023-08-25,Headphones,Electronics,East,Odisha,Small Business,1,3750.22,3750.22,0.0,496.18
ORD11389,2025-05-19,Office Chair,Furniture,East,Odisha,Consumer,5,8417.57,42087.87,0.0,7741.06
ORD11390,2023-08-16,Printer,Office Supplies,West,Maharashtra,Consumer,3,13440.23,36288.63,0.1,7682.17
ORD11391,2025-11-07,Headphones,Electronics,North,Delhi,Corporate,5,3455.18,15548.3,0.1,2478.03
ORD11392,2024-05-20,Keyboard,Electronics,South,Karnataka,Consumer,3,1621.77,4378.77,0.1,620.69
ORD11393,2024-01-09,Headphones,Electronics,East,Odisha,Small Business,5,3258.45,15477.65,0.05,1758.25
ORD11394,2024-02-23,Backpack,Accessories,South,Telangana,Small Business,3,1827.3,4933.7,0.1,789.7
ORD11395,2025-06-13,Tablet,Electronics,East,Odisha,Small Business,4,21546.59,73258.4,0.15,10653.78
ORD11396,2025-08-13,Notebook,Office Supplies,South,Tamil Nadu,Consumer,4,343.97,1375.87,0.0,314.35
ORD11397,2023-02-02,Office Chair,Furniture,North,Punjab,Consumer,3,8969.43,24217.46,0.1,3965.83
ORD11398,2025-02-01,Mouse,Electronics,North,Punjab,Small Business,3,797.9,2154.32,0.1,275.9
ORD11399,2025-12-16,Notebook,Office Supplies,South,Telangana,Consumer,1,387.78,368.39,0.05,65.09
ORD11400,2024-02-08,Notebook,Office Supplies,East,West Bengal,Consumer,5,325.62,1546.68,0.05,280.07
ORD11401,2023-11-14,Headphones,Electronics,North,Punjab,Consumer,5,3767.18,16952.32,0.1,2474.01
ORD11402,2025-08-06,Headphones,Electronics,South,Karnataka,Consumer,4,3330.47,12655.78,0.05,1693.33
ORD11403,2024-02-16,Notebook,Office Supplies,South,Telangana,Consumer,3,306.54,873.65,0.05,200.56
ORD11404,2025-09-16,Desk,Furniture,West,Gujarat,Consumer,1,10915.56,10369.79,0.05,1612.91
ORD11405,2023-09-07,Backpack,Accessories,North,Haryana,Corporate,4,1808.53,6510.7,0.1,1040.6
ORD11406,2024-10-28,Smartphone,Electronics,South,Karnataka,Consumer,3,23174.97,69524.92,0.0,10115.76
ORD11407,2023-11-04,Headphones,Electronics,South,Telangana,Consumer,3,3192.82,9099.54,0.05,871.27
ORD11408,2023-06-28,Laptop,Electronics,North,Haryana,Corporate,5,55728.68,278643.39,0.0,32314.32
ORD11409,2023-01-11,Mouse,Electronics,West,Gujarat,Consumer,3,907.26,2449.59,0.1,369.41
ORD11410,2023-04-30,Mouse,Electronics,West,Maharashtra,Consumer,4,717.58,2726.79,0.05,435.8
ORD11411,2023-01-06,Notebook,Office Supplies,South,Telangana,Small Business,5,344.41,1549.85,0.1,325.58
ORD11412,2025-12-29,Mouse,Electronics,North,Punjab,Corporate,4,913.34,3653.36,0.0,535.52
ORD11413,2024-01-12,Keyboard,Electronics,North,Haryana,Corporate,4,1856.95,7056.39,0.05,968.48
ORD11414,2025-11-19,Mouse,Electronics,South,Telangana,Consumer,3,955.03,2578.58,0.1,287.37
ORD11415,2023-09-09,Headphones,Electronics,North,Punjab,Corporate,5,3845.3,19226.51,0.0,2543.89
ORD11416,2025-05-02,Headphones,Electronics,West,Maharashtra,Consumer,2,4462.06,8924.12,0.0,1150.96
ORD11417,2023-08-28,Tablet,Electronics,South,Telangana,Corporate,2,24867.88,42275.4,0.15,6733.39
ORD11418,2024-05-29,Monitor,Electronics,North,Haryana,Small Business,4,16070.47,57853.68,0.1,8066.39
ORD11419,2025-01-04,Tablet,Electronics,North,Delhi,Consumer,5,26904.74,107618.97,0.2,12095.54
ORD11420,2025-10-11,Laptop,Electronics,North,Delhi,Consumer,3,56408.79,152303.72,0.1,19273.6
ORD11421,2023-07-20,Laptop,Electronics,West,Gujarat,Small Business,5,48931.26,244656.29,0.0,33212.93
ORD11422,2025-02-09,Backpack,Accessories,North,Haryana,Corporate,5,1716.93,7726.18,0.1,1270.45
ORD11423,2023-04-27,Headphones,Electronics,West,Gujarat,Consumer,4,2999.73,10199.1,0.15,1111.67
ORD11424,2024-05-25,Mouse,Electronics,East,Bihar,Corporate,2,896.58,1613.84,0.1,225.73
ORD11425,2023-08-27,Mouse,Electronics,South,Karnataka,Consumer,5,937.1,4216.97,0.1,571.94
ORD11426,2025-05-01,Office Chair,Furniture,North,Delhi,Consumer,4,8824.67,31768.8,0.1,5877.23
ORD11427,2024-07-16,Laptop,Electronics,West,Gujarat,Corporate,3,51708.21,139612.18,0.1,19401.39
ORD11428,2023-02-21,Smartphone,Electronics,West,Gujarat,Corporate,3,25693.17,73225.53,0.05,9383.46
ORD11429,2025-07-16,Laptop,Electronics,East,Bihar,Consumer,4,48613.72,184732.13,0.05,26980.93
ORD11430,2024-11-21,Mouse,Electronics,East,Bihar,Corporate,1,892.56,847.93,0.05,92.19
ORD11431,2023-09-21,Notebook,Office Supplies,North,Delhi,Small Business,1,380.33,380.33,0.0,81.3
ORD11432,2024-12-11,Smartphone,Electronics,South,Telangana,Corporate,4,28214.61,107215.51,0.05,12893.76
ORD11433,2024-03-22,Backpack,Accessories,West,Rajasthan,Corporate,2,2041.81,3675.26,0.1,768.94
ORD11434,2025-08-31,Desk,Furniture,East,Bihar,Small Business,2,11718.67,22265.47,0.05,4064.24
ORD11435,2025-07-23,Office Chair,Furniture,South,Tamil Nadu,Consumer,3,7780.53,21007.44,0.1,3656.4
ORD11436,2025-10-14,Keyboard,Electronics,West,Maharashtra,Consumer,2,1791.1,3044.87,0.15,377.63
ORD11437,2023-05-18,Headphones,Electronics,North,Haryana,Corporate,2,3939.66,7091.38,0.1,848.5
ORD11438,2024-09-11,Headphones,Electronics,East,Odisha,Corporate,4,3745.39,13483.42,0.1,1395.78
ORD11439,2025-04-09,Office Chair,Furniture,East,West Bengal,Corporate,5,7553.37,35878.53,0.05,7461.91
ORD11440,2024-12-09,Printer,Office Supplies,West,Gujarat,Corporate,5,14287.57,64294.06,0.1,13139.15
ORD11441,2024-04-19,Mouse,Electronics,North,Delhi,Consumer,2,982.53,1768.55,0.1,223.47
ORD11442,2024-09-15,Desk,Furniture,North,Delhi,Corporate,3,13153.95,37488.75,0.05,7756.51
ORD11443,2025-04-14,Printer,Office Supplies,East,Odisha,Corporate,1,13541.51,12187.36,0.1,2585.26
ORD11444,2024-08-31,Desk,Furniture,North,Delhi,Small Business,3,10833.55,30875.62,0.05,4886.08
ORD11445,2024-03-11,Monitor,Electronics,North,Punjab,Corporate,2,12347.46,20990.68,0.15,2720.31
ORD11446,2023-09-29,Printer,Office Supplies,West,Gujarat,Corporate,4,14193.37,56773.48,0.0,13012.78
ORD11447,2025-04-27,Printer,Office Supplies,South,Karnataka,Small Business,2,13739.56,27479.13,0.0,6580.14
ORD11448,2023-01-28,Headphones,Electronics,North,Haryana,Corporate,2,3676.34,7352.68,0.0,927.34
ORD11449,2025-12-17,Smartphone,Electronics,North,Delhi,Consumer,5,26385.19,118733.35,0.1,15865.85
ORD11450,2024-02-04,Printer,Office Supplies,South,Karnataka,Small Business,4,12277.45,39287.84,0.2,7744.27
ORD11451,2024-10-22,Notebook,Office Supplies,West,Maharashtra,Corporate,1,326.41,277.45,0.15,55.14
ORD11452,2024-07-14,Office Chair,Furniture,West,Maharashtra,Corporate,5,7352.36,36761.78,0.0,5917.25
ORD11453,2024-10-31,Smartphone,Electronics,West,Rajasthan,Consumer,3,28357.76,76565.96,0.1,8994.86
ORD11454,2025-01-27,Mouse,Electronics,East,Bihar,Corporate,4,914.39,3291.79,0.1,357.06
ORD11455,2023-06-25,Printer,Office Supplies,North,Punjab,Consumer,1,12969.61,11024.17,0.15,2224.59
ORD11456,2025-06-03,Keyboard,Electronics,South,Telangana,Consumer,2,1709.41,3076.93,0.1,403.25
ORD11457,2025-06-14,Desk,Furniture,West,Maharashtra,Corporate,1,11229.39,9544.99,0.15,1554.78
ORD11458,2024-07-11,Keyboard,Electronics,East,West Bengal,Small Business,4,1717.73,5840.27,0.15,546.35
ORD11459,2024-05-19,Tablet,Electronics,South,Telangana,Corporate,2,28166.64,45066.62,0.2,6155.98
ORD11460,2023-04-08,Office Chair,Furniture,East,West Bengal,Consumer,3,8126.53,21941.63,0.1,3802.97
ORD11461,2024-07-15,Smartphone,Electronics,West,Rajasthan,Consumer,1,26030.82,26030.82,0.0,3763.26
ORD11462,2024-11-20,Notebook,Office Supplies,South,Telangana,Corporate,4,331.5,1193.41,0.1,246.66
ORD11463,2024-08-08,Laptop,Electronics,South,Tamil Nadu,Corporate,5,58613.74,249108.41,0.15,30829.49
ORD11464,2024-09-02,Laptop,Electronics,East,Odisha,Corporate,1,50668.48,45601.63,0.1,6329.98
ORD11465,2023-04-08,Desk,Furniture,East,West Bengal,Corporate,3,11363.89,30682.5,0.1,4510.36
